"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_HSYNC,2,,I,,,,
"",,TS0_SYNC,3,,I,,,,
B11,PE2,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_VSYNC,2,,I,,,,
"",,TS0_DVLD,3,,I,,,,
C10,PE3,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_D0,2,,I,,,,
"",,TS0_D0,3,,I,,,,
C9,PE4,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_D1,2,,I,,,,
E10,PE5,TS0_D1,3,Function7,I,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,O,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_D2,2,,I,,,,
"",,TS0_D2,3,,I,,,,
D10,PE6,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_D3,2,,I,,,,
"",,TS0_D3,3,,I,,,,
C8,PE7,,,Function7,,Z,PU/PD,20,VCC-IO
"",,TS1_CLK,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_D4,2,,I,,,,
"",,TS0_D4,3,,I,,,,
C11,PE8,,,Function7,,Z,PU/PD,20,VCC-IO
"",,TS1_ERR,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_D5,2,,I,,,,
"",,TS0_D5,3,,I,,,,
C12,PE9,,,Function7,,Z,PU/PD,20,VCC-IO
"",,TS1_SYNC,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_D6,2,,I,,,,
"",,TS0_D6,3,,I,,,,
E8,PE10,,,Function7,,Z,PU/PD,20,VCC-IO
"",,TS1_DVLD,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_D7,2,,I,,,,
"",,TS0_D7,3,,I,,,,
A11,PE11,,,Function7,,Z,PU/PD,20,VCC-IO
"",,TS1_D0,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,CSI_SCK,2,,I/O,,,,
"",,TWI2_SCK,3,,I/O,,,,
B12,PE12,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
C7,PE13,CSI_SDA,2,Function7,I/O,Z,PU/PD,20,VCC-IO
"",,TWI2_SDA,3,,I/O,,,,
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,Reserved,2,,NA,,,,
"",,SIM1_VPPEN,3,,O,,,,
C6,PE14,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,Reserved,2,,NA,,,,
"",,SIM1_VPPPP,3,,O,,,,
C5,PE15,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,Reserved,6,,NA,,,,
"",,IO Disable,7,,OFF,,,,
GPIOF,,,,,,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,SDC0_D1,2,,I/O,,,,
"",,JTAG_MS,3,,I,,,,
D19,PF0,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PF_EINT0,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,SDC0_D0,2,,I/O,,,,
"",,JTAG_DI,3,,I,,,,
A19,PF1,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PF_EINT1,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,SDC0_CLK,2,,O,,,,
"",,UART0_TX,3,,O,,,,
D20,PF2,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PF_EINT2,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,SDC0_CMD,2,,I/O,,,,
"",,JTAG_DO,3,,O,,,,
F18,PF3,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PF_EINT3,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,SDC0_D3,2,,I/O,,,,
"",,UART0_RX,3,,I,,,,
E21,PF4,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PF_EINT4,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
C20,PF5,,,Function7,,Z,PU/PD,20,VCC-IO
"",,Output,1,,O,,,,
"",,,,,,,,,
"",,SDC0_D2,2,,I/O,,,,
"",,JTAG_CK,3,I,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,PF_EINT5,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
G18,PF6,Input,0,Function7,I,Z,PU/PD,20,VCC-IO
"",,Output,1,O,,,,,,
"",,Reserved,2,NA,,,,,,
"",,Reserved,3,NA,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,PF_EINT6,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
GPIOG,,,,,,,,,
J3,PG0,Input,0,Function7,I,Z,PU/PD,20,VCC-PG
"",,Output,1,O,,,,,,
"",,SDC1_CLK,2,O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,PG_EINT0,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
L2,PG1,Input,0,Function7,I,Z,PU/PD,20,VCC-PG
"",,Output,1,O,,,,,,
"",,SDC1_CMD,2,I/O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,PG_EINT1,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
H4,PG2,Input,0,Function7,I,Z,PU/PD,20,VCC-PG
"",,Output,1,O,,,,,,
"",,SDC1_D0,2,I/O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,PG_EINT2,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
F3,PG3,Input,0,Function7,I,Z,PU/PD,20,VCC-PG
"",,Output,1,O,,,,,,
"",,SDC1_D1,2,I/O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,PG_EINT3,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
C2,PG4,Input,0,Function7,I,Z,PU/PD,20,VCC-PG
"",,Output,1,O,,,,,,
"",,SDC1_D2,2,I/O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,PG_EINT4,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
C1,PG5,Input,0,Function7,I,Z,PU/PD,20,VCC-PG
Output,1,O,,,,,,,
SDC1_D3,2,I/O,,,,,,,
Reserved,3,NA,,,,,,,
Reserved,4,NA,,,,,,,
Reserved,5,NA,,,,,,,
PG_EINT5,6,I,,,,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,UART1_TX,2,,O,,,,
"",,Reserved,3,,NA,,,,
G4,PG6,,,Function7,,Z,PU/PD,20,VCC-PG
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PG_EINT6,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,UART1_RX,2,,I,,,,
"",,Reserved,3,,NA,,,,
D3,PG7,,,Function7,,Z,PU/PD,20,VCC-PG
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PG_EINT7,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,UART1_RTS,2,,O,,,,
"",,Reserved,3,,NA,,,,
C3,PG8,,,Function7,,Z,PU/PD,20,VCC-PG
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PG_EINT8,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,UART1_CTS,2,,I,,,,
"",,Reserved,3,,NA,,,,
E3,PG9,,,Function7,,Z,PU/PD,20,VCC-PG
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PG_EINT9,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,PCM1_SYNC,2,,I/O,,,,
"",,Reserved,3,,NA,,,,
M3,PG10,,,Function7,,Z,PU/PD,20,VCC-PG
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PG_EINT10,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,PCM1_CLK,2,,I/O,,,,
"",,Reserved,3,,NA,,,,
D2,PG11,,,Function7,,Z,PU/PD,20,VCC-PG
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PG_EINT11,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,PCM1_DOUT,2,,O,,,,
"",,Reserved,3,,NA,,,,
D1,PG12,,,Function7,,Z,PU/PD,20,VCC-PG
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PG_EINT12,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
B1,PG13,PCM1_DIN,2,Function7,I,Z,PU/PD,20,VCC-PG
"",,Reserved,3,,NA,,,,
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,PG_EINT13,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
H7,VCC-PG,VCC-PG,NA,NA,P,NA,NA,NA,NA
GPIO L,,,,,,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,S_TWI_SCK,2,,I/O,,,,
"",,Reserved,3,,NA,,,,
N1,PL0,,,Function7,,PU,PU/PD,20,VCC-RTC
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,S_PL_EINT0,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,S_TWI_SDA,2,,I/O,,,,
"",,Reserved,3,,NA,,,,
M1,PL1,,,Function7,,PU,PU/PD,20,VCC-RTC
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,S_PL_EINT1,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,S_UART_TX,2,,O,,,,
"",,Reserved,3,,NA,,,,
P2,PL2,,,Function7,,Z,PU/PD,20,VCC-RTC
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,S_PL_EINT2,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,S_UART_RX,2,,I,,,,
"",,Reserved,3,,NA,,,,
R1,PL3,,,Function7,,Z,PU/PD,20,VCC-RTC
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,S_PL_EINT3,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,S_JTAG_MS,2,,I,,,,
"",,Reserved,3,,NA,,,,
N2,PL4,,,Function7,,Z,PU/PD,20,VCC-RTC
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,S_PL_EINT4,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,S_JTAG_CK,2,,I,,,,
"",,Reserved,3,,NA,,,,
R2,PL5,,,Function7,,Z,PU/PD,20,VCC-RTC
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,S_PL_EINT5,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
"",,Input,0,,I,,,,
"",,Output,1,,O,,,,
"",,S_JTAG_DO,2,,O,,,,
"",,Reserved,3,,NA,,,,
T4,PL6,,,Function7,,Z,PU/PD,20,VCC-RTC
"",,Reserved,4,,NA,,,,
"",,Reserved,5,,NA,,,,
"",,S_PL_EINT6,6,,I,,,,
"",,IO Disable,7,,OFF,,,,
T3,PL7,Input,0,Function7,I,Z,PU/PD,20,VCC-RTC
"",,,,,,,,,
"",,Output,1,,O,,,,
"",,S_JTAG_DI,2,I,,,,,,
"",,Reserved,3,NA,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,S_PL_EINT7,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
T2,PL8,Input,0,Function7,I,Z,PU/PD,20,VCC-RTC
"",,Output,1,O,,,,,,
"",,Reserved,2,NA,,,,,,
"",,Reserved,3,NA,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,S_PL_EINT8,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
M6,PL9,Input,0,Function7,I,Z,PU/PD,20,VCC-RTC
"",,Output,1,O,,,,,,
"",,Reserved,2,NA,,,,,,
"",,Reserved,3,NA,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,S_PL_EINT9,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
V2,PL10,Input,0,Function7,I,Z,PU/PD,20,VCC-RTC
"",,Output,1,O,,,,,,
"",,S_PWM,2,O,,,,,,
"",,Reserved,3,NA,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,S_PL_EINT10,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
U2,PL11,Input,0,Function7,I,Z,PU/PD,20,VCC-RTC
"",,Output,1,O,,,,,,
"",,S_CIR_RX,2,I,,,,,,
"",,Reserved,3,NA,,,,,,
"",,Reserved,4,NA,,,,,,
"",,Reserved,5,NA,,,,,,
"",,S_PL_EINT11,6,I,,,,,,
"",,IO Disable,7,OFF,,,,,,
System,,,,,,,,,
AA6,NMI,NMI,NA,NA,I,Z,PU/PD,NA,VCC-RTC
V6,RESET,RESET,NA,NA,I/O,Z,PU/PD,NA,VCC-RTC
T5,TEST,TEST,NA,NA,I,PD,PU/PD,NA,VCC-RTC
W6,UBOOT,UBOOT,NA,NA,I,PU,PU/PD,NA,VCC-RTC
A1,JTAG-SEL0,JTAG-SEL0,NA,NA,I,PU,PU/PD,NA,VCC-IO
B2,JTAG-SEL1,JTAG-SEL1,NA,NA,I,PU,PU/PD,NA,VCC-IO
ADC,,,,,,,,,
AA5,KEYADC,KEYADC,NA,NA,AI,NA,NA,NA,AVCC
TV-OUT,,,,,,,,,
F10,TVOUT,TVOUT,NA,NA,AO,NA,NA,NA,V33-TV
G9,V33-TV,V33-TV,NA,NA,P,NA,NA,NA,NA
EPHY,,,,,,,,,
A2,EPHY-LINK-LED,EPHY-LINK-LED,NA,NA,O,NA,NA,NA,EPHY-VCC
F7,EPHY-SPD-LED,EPHY-SPD-LED,NA,NA,O,NA,NA,NA,EPHY-VCC
F6,EPHY-RTX,EPHY-RTX,NA,NA,AI,NA,NA,NA,EPHY-VCC
A4,EPHY-RXN,EPHY-RXN,NA,NA,A I/O,NA,NA,NA,EPHY-VCC
B4,EPHY-RXP,EPHY-RXP,NA,NA,A I/O,NA,NA,NA,EPHY-VCC
A3,EPHY-TXN,EPHY-TXN,NA,NA,A I/O,NA,NA,NA,EPHY-VCC
B3,EPHY-TXP,EPHY-TXP,NA,NA,A I/O,NA,NA,NA,EPHY-VCC
G7,EPHY-VCC,EPHY-VCC,NA,NA,P,NA,NA,NA,NA
F8,EPHY-VDD,EPHY-VDD,NA,NA,P,NA,NA,NA,NA
HDMI,,,,,,,,,
"",,,,,,,,,
G5,HCEC,HCEC,NA,NA,I/O,NA,NA,NA,VCC-HDMI
M2,HHPD,HHPD,NA,NA,I/O,NA,NA,NA,VCC-HDMI
H3,HSCL,HSCL,NA,NA,O,NA,NA,NA,VCC-HDMI
K3,HSDA,HSDA,NA,NA,I/O,NA,NA,NA,VCC-HDMI
G1,HTX0P,HTX0P,NA,NA,AO,NA,NA,NA,VCC-HDMI
F1,HTX0N,HTX0N,NA,NA,AO,NA,NA,NA,VCC-HDMI
H2,HTXIP,HTXIP,NA,NA,AO,NA,NA,NA,VCC-HDMI
G2,HTX1N,HTX1N,NA,NA,AO,NA,NA,NA,VCC-HDMI
J1,HTX2P,HTX2P,NA,NA,AO,NA,NA,NA,VCC-HDMI
J2,HTX2N,HTX2N,NA,NA,AO,NA,NA,NA,VCC-HDMI
F2,HTXCP,HTXCP,NA,NA,AO,NA,NA,NA,VCC-HDMI
E2,HTXCN,HTXCN,NA,NA,AO,NA,NA,NA,VCC-HDMI
J6,HVCC,VCC-HDMI,NA,NA,P,NA,NA,NA,NA
USB,,,,,,,,,
B5,USB-DM0,USB-DM0,NA,NA,A I/O,NA,NA,NA,VCC-USB
A5,USB-DP0,USB-DP0,NA,NA,A I/O,NA,NA,NA,VCC-USB
B7,USB-DM1,USB-DM1,NA,NA,A I/O,NA,NA,NA,VCC-USB
B6,USB-DP1,USB-DP1,NA,NA,A I/O,NA,NA,NA,VCC-USB
A8,USB-DM2,USB-DM2,NA,NA,A I/O,NA,NA,NA,VCC-USB
A7,USB-DP2,USB-DP2,NA,NA,A I/O,NA,NA,NA,VCC-USB
B9,USB-DM3,USB-DM3,NA,NA,A I/O,NA,NA,NA,VCC-USB
B8,USB-DP3,USB-DP3,NA,NA,A I/O,NA,NA,NA,VCC-USB
G11,VCC-USB,VCC-USB,NA,NA,P,NA,NA,NA,NA
Audio Codec,,,,,,,,,
U3,AGND,AGND,NA,NA,G,NA,NA,NA,NA
V3,AVCC,AVCC,NA,NA,P,NA,NA,NA,NA
W1,LINEINR,LINEINR,NA,NA,AI,NA,NA,NA,AVCC
V1,LINEINL,LINEINL,NA,NA,AI,NA,NA,NA,AVCC
Y3,LINEOUTR,LINEOUTR,NA,NA,AO,NA,NA,NA,AVCC
AA3,LINEOUTL,LINEOUTL,NA,NA,AO,NA,NA,NA,AVCC
W3,MBIAS,MBIAS,NA,NA,AO,NA,NA,NA,AVCC
Y1,MICIN1N,MICIN1N,NA,NA,AI,NA,NA,NA,AVCC
W2,MICIN1P,MICIN1P,NA,NA,AI,NA,NA,NA,AVCC
AA2,MICIN2N,MICIN2N,NA,NA,AI,NA,NA,NA,AVCC
Y2,MICIN2P,MICIN2P,NA,NA,AI,NA,NA,NA,AVCC
Y4,VRA1,VRA1,NA,NA,AO,NA,NA,NA,AVCC
W5,VRA2,VRA2,NA,NA,AO,NA,NA,NA,AVCC
V4,VRP,VRP,NA,NA,AO,NA,NA,NA,AVCC
Clock,,,,,,,,,
V5,X32KIN,X32KIN,NA,NA,AI,NA,NA,NA,VCC-RTC
U4,X32KOUT,X32KOUT,NA,NA,AO,NA,NA,NA,VCC-RTC
P3,X32KFOUT,X32KFOUT,NA,NA,AOD,NA,NA,NA,VCC-RTC
M4,RTC-VIO,RTC-VIO,NA,NA,AO,NA,NA,NA,VCC-RTC
K6,VCC-RTC,VCC-RTC,NA,NA,P,NA,NA,NA,NA
K2,X24MIN,X24MIN,NA,NA,AI,NA,NA,NA,VCC-PLL
K1,X24MOUT,X24MOUT,NA,NA,AO,NA,NA,NA,VCC-PLL
K4,X24MFOUT,X24MFOUT,NA,NA,AOD,NA,NA,NA,VCC-RTC
L5,PLLTEST,PLLTEST,NA,NA,AOD,NA,NA,NA,VCC-PLL
N3,VCC-PLL,VCC-PLL,NA,NA,P,NA,NA,NA,NA
Efuse,,,,,,,,,
G10,VDD-EFUSE,VDD-EFUSE,NA,NA,P,NA,NA,NA,NA
H11,VDD-EFUSEBP,VDD-EFUSEBP,NA,NA,O,NA,NA,NA,NA
Power,,,,,,,,,
J12,VDD-GPUFB,VDD-GPUFB,NA,NA,O,NA,NA,NA,NA
"N8,P6,P7,P8,P9,R6,R7,R8,T6,T7,T8,U6,U9",VDD-CPUX,VDD-CPU,NA,NA,P,NA,NA,NA,NA
"J7,J8",VDD-CPUS,VDD-CPU,NA,NA,P,NA,NA,NA,NA
"H10,J10,J11,K10,K11,K12,L10,L11,L12,L13,L14",VDD-SYS,VDD-SYS,NA,NA,P,NA,NA,NA,NA
"G13,G14,H13,H14,J14",VCC-IO,VCC-IO,NA,NA,P,NA,NA,NA,NA
Ground,,,,,,,,,
"A21,AA1,G8,H12,",,,,,,,,,
"H15,H8,J13,J16,J9",,,,,,,,,
",K13,K14,K15,K16",,,,,,,,,
",K7,K8,K9,L15,L8,",,,,,,,,,
"L9,M10,M11,M12",,,,,,,,,
",M13,M14,M15,",,,,,,,,,
"M5,M7,M8,M9,",GND,GND,NA,NA,G,NA,NA,NA,NA
"N10,N11,N12,",,,,,,,,,
"N13,N14,N15,N7,",,,,,,,,,
"N9,P10,P11,P12,",,,,,,,,,
"P13,P14,P15,R10,",,,,,,,,,
"R11,R12,R13,R14,",,,,,,,,,
"R9,T11,T9",,,,,,,,,
